trip_id,customer_id,driver_id,pickup_location,drop_location,distance_km,fare_amount,payment_method,trip_status,trip_timestamp
2370,822,38,Banjara Hills,Banjara Hills,17.69,303.7,UPI,Completed,2025-09-09 21:12:28
2371,687,113,Whitefield,Banjara Hills,12.85,219.26,Card,Completed,2025-07-31 11:37:01
2372,141,79,Hitech City,Indiranagar,2.37,51.2,Card,Completed,2025-09-07 08:13:44
2373,794,453,Whitefield,Connaught Place,25.19,515.87,Card,Completed,2025-11-05 06:51:10
2374,629,94,Connaught Place,Koramangala,8.54,185.56,Card,Cancelled,2025-07-27 03:31:15
2375,566,148,Indiranagar,Banjara Hills,5.61,87.4,UPI,Completed,2025-12-26 16:37:13
2376,415,34,Gachibowli,Indiranagar,5.03,103.24,UPI,Cancelled,2026-07-17 19:35:32
2377,336,312,Banjara Hills,Gachibowli,23.8,362.13,Card,Completed,2026-02-07 05:24:48
2378,343,389,Andheri,Whitefield,21.05,405.41,Card,Cancelled,2026-03-05 11:15:46
2379,228,203,Banjara Hills,Andheri,10.83,229.69,Card,Cancelled,2025-11-04 04:40:13
2380,902,29,Whitefield,Banjara Hills,9.43,184.98,UPI,Completed,2026-02-13 14:31:31
2381,714,151,Andheri,Andheri,25.55,440.23,Cash,Completed,2025-08-09 21:51:16
2382,779,487,Banjara Hills,Connaught Place,19.66,391.97,Card,Completed,2026-04-21 18:33:23
2383,863,65,Connaught Place,Whitefield,22.43,461.05,UPI,Completed,2026-06-27 13:39:57
2384,617,303,Hitech City,Connaught Place,16.52,356.08,Cash,Completed,2026-01-27 14:13:47
2385,237,184,Gachibowli,Whitefield,7.57,147.25,UPI,Completed,2025-08-23 01:59:06
2386,265,239,Koramangala,Hitech City,26.88,646.07,Card,Cancelled,2026-07-22 22:58:52
2387,84,159,Andheri,Hitech City,19.96,441.74,Cash,Cancelled,2026-05-02 03:25:45
2388,2,286,Indiranagar,Koramangala,2.72,62.24,UPI,Completed,2025-08-21 05:16:13
2389,856,251,Connaught Place,Banjara Hills,6.08,126.51,UPI,Completed,2025-12-04 17:21:49
2390,308,210,Hitech City,Banjara Hills,9.38,231.36,Card,Cancelled,2025-08-20 12:22:41
2391,300,426,Andheri,Gachibowli,15.58,254.81,Card,Completed,2026-01-13 22:25:25
2392,179,427,Andheri,Connaught Place,16.77,416.7,Cash,Completed,2026-04-28 04:45:55
2393,865,230,Koramangala,Connaught Place,27.8,536.94,Card,Completed,2025-12-16 04:05:46
2394,695,40,Andheri,Whitefield,3.22,75.23,UPI,Cancelled,2025-08-31 05:28:59
2395,733,212,Andheri,Indiranagar,6.51,98.66,UPI,Cancelled,2025-12-18 09:44:53
2396,423,1,Gachibowli,Indiranagar,28.44,435.55,Cash,Completed,2026-01-18 13:27:35
2397,512,480,Koramangala,Gachibowli,15.96,244.28,Cash,Cancelled,2025-07-28 13:20:22
2398,141,129,Indiranagar,Hitech City,17.91,445.5,Cash,Cancelled,2025-12-08 16:29:41
2399,846,142,Whitefield,Gachibowli,4.82,120.34,UPI,Completed,2026-05-03 22:44:56
2400,512,172,Gachibowli,Gachibowli,18.89,372.46,Card,Completed,2026-07-17 19:58:02
2401,66,435,Banjara Hills,Gachibowli,14.2,311.99,UPI,Cancelled,2025-12-17 08:18:33
2402,581,144,Hitech City,Connaught Place,18.21,327.5,UPI,Completed,2026-07-01 12:34:33
2403,857,122,Whitefield,Gachibowli,12.55,292.53,Card,Completed,2025-11-21 21:13:35
2404,223,358,Gachibowli,Whitefield,28.96,665.2,Cash,Completed,2026-03-30 20:55:40
2405,239,203,Whitefield,Indiranagar,4.03,65.36,Card,Completed,2025-07-30 14:27:30
2406,447,410,Hitech City,Banjara Hills,28.34,693.49,Cash,Cancelled,2025-08-02 15:29:29
2407,848,75,Connaught Place,Banjara Hills,2.88,58.58,Cash,Cancelled,2026-03-01 04:28:00
2408,753,398,Gachibowli,Whitefield,23.44,377.38,UPI,Completed,2026-03-12 11:25:51
2409,813,46,Banjara Hills,Indiranagar,2.58,50.21,Card,Completed,2025-09-06 18:52:52
2410,88,100,Indiranagar,Indiranagar,23.93,561.36,Card,Completed,2026-01-27 12:11:43
2411,594,40,Hitech City,Indiranagar,21.61,440.98,UPI,Completed,2026-03-10 14:11:54
2412,647,176,Koramangala,Indiranagar,16.61,406.24,Cash,Completed,2025-11-09 23:59:27
2413,779,199,Gachibowli,Whitefield,6.28,107.2,Cash,Cancelled,2026-01-13 16:13:47
2414,892,97,Whitefield,Koramangala,9.94,149.7,Card,Completed,2025-12-13 17:21:33
2415,963,370,Indiranagar,Koramangala,9.34,232.48,Cash,Completed,2026-01-25 18:02:36
2416,819,326,Koramangala,Banjara Hills,23.4,375.39,Cash,Completed,2025-12-22 17:26:03
2417,591,276,Whitefield,Gachibowli,7.14,118.26,Cash,Cancelled,2026-03-04 14:00:12
2418,463,173,Indiranagar,Whitefield,21.8,539.29,UPI,Completed,2026-04-30 21:59:49
2419,293,315,Indiranagar,Banjara Hills,26.01,598.63,Cash,Cancelled,2025-08-05 00:44:11
2420,947,105,Banjara Hills,Indiranagar,21.26,506.59,UPI,Completed,2026-05-02 03:42:21
2421,96,96,Connaught Place,Koramangala,22.51,371.13,Card,Completed,2025-11-01 02:27:15
2422,178,14,Connaught Place,Banjara Hills,11.15,191.44,Cash,Completed,2025-07-29 14:23:54
2423,742,317,Koramangala,Gachibowli,23.23,460.4,Cash,Completed,2026-01-09 02:39:24
2424,71,428,Whitefield,Andheri,23.55,360.35,Cash,Completed,2025-12-22 18:08:32
2425,134,306,Whitefield,Connaught Place,8.97,158.59,UPI,Completed,2025-11-17 21:40:43
2426,737,191,Andheri,Andheri,14.55,300.41,Cash,Cancelled,2026-06-22 15:04:04
2427,571,317,Hitech City,Gachibowli,9.32,166.84,Card,Completed,2026-01-21 18:17:53
2428,559,170,Connaught Place,Banjara Hills,15.79,275.41,Cash,Completed,2025-08-06 03:59:01
2429,533,126,Connaught Place,Hitech City,23.07,515.52,Card,Completed,2025-10-18 04:32:38
2430,573,371,Indiranagar,Andheri,18.68,408.72,Card,Completed,2025-08-23 10:07:01
2431,255,154,Banjara Hills,Whitefield,8.39,143.6,UPI,Completed,2025-07-27 11:04:01
2432,907,173,Whitefield,Connaught Place,22.52,453.26,UPI,Cancelled,2025-09-16 11:10:22
2433,446,488,Connaught Place,Connaught Place,9.43,162.71,Card,Completed,2026-05-01 00:11:05
2434,295,325,Indiranagar,Gachibowli,21.77,347.59,Cash,Completed,2026-04-13 13:45:20
2435,400,69,Koramangala,Whitefield,26.71,538.75,Cash,Completed,2026-01-02 15:33:17
2436,399,405,Connaught Place,Indiranagar,3.06,54.4,Card,Completed,2025-10-26 10:16:22
2437,981,198,Whitefield,Hitech City,27.25,639.23,Card,Completed,2026-02-06 21:15:03
2438,417,448,Hitech City,Indiranagar,18.18,342.31,UPI,Completed,2025-12-03 12:06:59
2439,524,184,Indiranagar,Banjara Hills,13.24,222.45,UPI,Completed,2026-07-17 11:41:08
2440,322,458,Andheri,Gachibowli,14.59,273.11,Card,Completed,2025-09-20 10:07:55
2441,174,130,Banjara Hills,Andheri,8.71,200.94,Card,Completed,2026-04-16 18:42:59
2442,895,460,Indiranagar,Connaught Place,23.43,464.32,Cash,Completed,2026-01-09 15:31:43
2443,282,452,Andheri,Connaught Place,25.03,508.04,UPI,Completed,2026-07-22 16:25:03
2444,97,11,Andheri,Indiranagar,28.56,633.37,UPI,Completed,2025-07-28 11:12:30
2445,791,120,Koramangala,Andheri,3.27,71.58,UPI,Completed,2026-02-19 03:09:27
2446,977,266,Banjara Hills,Whitefield,21.76,331.39,UPI,Completed,2026-03-31 13:34:08
2447,821,359,Koramangala,Koramangala,13.81,322.07,Cash,Completed,2025-11-27 07:16:10
2448,257,8,Andheri,Koramangala,6.41,100.76,Card,Completed,2026-07-11 12:32:46
2449,156,65,Indiranagar,Koramangala,12.17,190.78,UPI,Completed,2025-07-23 03:03:48
2450,54,15,Connaught Place,Whitefield,2.46,41.27,Cash,Completed,2025-11-03 23:56:36
2451,393,46,Hitech City,Banjara Hills,21.28,463.9,Card,Completed,2025-11-12 22:04:30
2452,109,350,Gachibowli,Koramangala,29.52,648.34,Cash,Cancelled,2025-08-02 23:39:28
2453,486,62,Andheri,Gachibowli,26.7,564.69,Card,Completed,2025-07-26 15:28:58
2454,743,113,Andheri,Koramangala,29.13,681.1,Card,Completed,2025-10-29 03:16:29
2455,671,411,Gachibowli,Banjara Hills,9.69,181.2,UPI,Completed,2026-07-22 07:44:57
2456,464,35,Gachibowli,Koramangala,22.74,389.35,UPI,Completed,2025-11-27 05:25:00
2457,248,492,Koramangala,Koramangala,26.29,404.85,Card,Completed,2026-03-07 23:18:45
2458,26,201,Connaught Place,Connaught Place,29.88,688.52,UPI,Completed,2025-11-26 22:30:09
2459,297,3,Indiranagar,Hitech City,10.52,213.45,Card,Cancelled,2025-08-15 06:59:28
2460,837,25,Andheri,Indiranagar,13.09,216.37,Card,Completed,2025-08-06 04:29:24
2461,375,310,Andheri,Koramangala,8.81,216.75,Card,Completed,2026-02-01 23:26:30
2462,342,288,Banjara Hills,Hitech City,12.04,248.62,Cash,Cancelled,2026-02-01 00:30:40
2463,907,374,Connaught Place,Hitech City,18.07,311.04,Card,Completed,2026-03-16 05:06:59
2464,39,19,Connaught Place,Koramangala,3.76,82.23,Card,Completed,2026-01-18 10:47:45
2465,108,202,Connaught Place,Connaught Place,10.23,226.98,UPI,Cancelled,2026-01-01 11:55:04
2466,191,358,Gachibowli,Koramangala,2.06,38.89,Cash,Completed,2025-08-22 04:32:16
2467,566,484,Whitefield,Hitech City,24.31,476.19,Cash,Cancelled,2026-05-27 07:56:15
2468,550,17,Koramangala,Connaught Place,29.4,657.46,Cash,Completed,2026-01-26 02:02:28
2469,341,230,Koramangala,Hitech City,24.73,485.25,Card,Completed,2026-06-30 12:22:53
2470,578,283,Hitech City,Hitech City,23.47,473.74,UPI,Completed,2025-09-21 09:51:43
2471,911,436,Andheri,Koramangala,22.74,478.78,Cash,Completed,2025-12-01 12:06:16
2472,963,235,Connaught Place,Connaught Place,29.52,648.78,Cash,Cancelled,2026-03-06 09:31:17
2473,181,353,Gachibowli,Andheri,22.5,492.35,Cash,Completed,2025-11-06 00:11:02
2474,590,130,Gachibowli,Koramangala,20.17,381.8,UPI,Completed,2025-09-26 21:11:24
2475,464,491,Banjara Hills,Gachibowli,5.88,131.72,UPI,Completed,2026-01-31 20:54:44
2476,341,176,Banjara Hills,Connaught Place,17.93,329.84,Cash,Completed,2025-10-03 23:51:23
2477,953,58,Banjara Hills,Indiranagar,4.35,74.92,Cash,Cancelled,2026-03-06 19:50:47
2478,105,274,Indiranagar,Banjara Hills,20.55,309.92,Card,Completed,2025-09-03 03:40:33
2479,506,278,Gachibowli,Connaught Place,8.38,136.7,Card,Cancelled,2026-03-27 11:44:32
2480,916,103,Andheri,Gachibowli,24.45,575.25,Card,Completed,2026-01-10 01:56:53
2481,647,310,Koramangala,Connaught Place,2.01,41.12,Card,Completed,2025-12-02 02:26:48
2482,589,306,Koramangala,Andheri,16.42,275.94,UPI,Completed,2026-07-19 04:15:29
2483,693,54,Hitech City,Gachibowli,22.0,332.4,UPI,Cancelled,2025-09-24 09:54:28
2484,225,59,Gachibowli,Indiranagar,14.05,272.88,Card,Completed,2025-10-18 12:43:16
2485,404,293,Whitefield,Whitefield,8.35,161.53,Card,Cancelled,2025-11-01 01:21:15
2486,122,86,Connaught Place,Banjara Hills,8.62,148.35,UPI,Completed,2026-07-19 11:09:13
2487,65,247,Connaught Place,Hitech City,23.6,476.45,Card,Completed,2025-12-15 02:10:42
2488,953,294,Andheri,Connaught Place,15.11,368.72,Card,Cancelled,2025-09-16 21:04:07
2489,411,120,Gachibowli,Connaught Place,19.44,294.65,UPI,Completed,2025-07-31 09:40:24
2490,95,92,Indiranagar,Koramangala,9.76,201.33,UPI,Completed,2025-11-08 17:11:17
2491,917,289,Indiranagar,Andheri,24.27,455.68,Card,Completed,2025-08-20 03:52:34
2492,827,345,Banjara Hills,Gachibowli,8.4,186.34,Cash,Completed,2025-09-18 04:23:50
2493,950,191,Banjara Hills,Gachibowli,25.95,594.75,UPI,Completed,2026-07-21 17:55:04
2494,68,339,Whitefield,Connaught Place,14.21,254.78,UPI,Completed,2025-07-31 08:40:36
2495,133,182,Gachibowli,Gachibowli,26.05,455.52,UPI,Completed,2026-04-25 21:36:33
2496,359,3,Banjara Hills,Connaught Place,29.86,583.45,Card,Completed,2025-10-27 03:31:35
2497,829,356,Whitefield,Andheri,22.24,488.12,Card,Cancelled,2026-07-01 12:27:55
2498,98,481,Andheri,Koramangala,15.33,322.56,Cash,Completed,2026-02-02 04:14:34
2499,907,470,Whitefield,Whitefield,27.82,427.38,Card,Cancelled,2025-12-01 23:49:49
2500,113,327,Whitefield,Connaught Place,14.26,233.59,Cash,Cancelled,2026-03-14 07:24:51
2501,910,282,Banjara Hills,Andheri,13.56,308.73,Card,Completed,2026-02-07 13:11:04
2502,439,261,Hitech City,Indiranagar,29.46,587.03,Card,Cancelled,2026-07-05 01:46:46
2503,86,302,Connaught Place,Andheri,9.56,209.86,UPI,Completed,2025-10-05 02:04:25
2504,670,438,Gachibowli,Andheri,5.57,129.7,UPI,Completed,2026-04-27 21:48:28
2505,93,459,Koramangala,Indiranagar,10.3,253.48,Cash,Cancelled,2025-09-09 08:52:55
2506,654,173,Koramangala,Connaught Place,13.06,246.26,UPI,Completed,2025-10-04 01:39:26
2507,542,284,Whitefield,Koramangala,15.23,304.64,UPI,Completed,2025-11-06 03:59:04
2508,747,20,Hitech City,Banjara Hills,27.06,425.64,Card,Cancelled,2026-04-22 13:48:58
2509,278,300,Andheri,Koramangala,23.26,380.74,Cash,Cancelled,2026-04-08 05:17:54
2510,165,198,Banjara Hills,Gachibowli,24.55,513.31,UPI,Cancelled,2026-05-20 22:01:44
2511,431,365,Indiranagar,Indiranagar,25.61,420.29,Card,Cancelled,2026-04-17 18:12:23
2512,109,148,Indiranagar,Connaught Place,25.78,577.65,Card,Completed,2025-08-14 07:40:05
2513,322,84,Gachibowli,Hitech City,3.0,69.27,Card,Completed,2025-12-06 15:04:52
2514,120,336,Koramangala,Koramangala,4.49,92.17,UPI,Cancelled,2025-10-14 22:19:02
2515,463,157,Andheri,Connaught Place,24.1,431.42,Cash,Completed,2026-03-05 01:31:36
2516,569,169,Gachibowli,Connaught Place,3.21,60.13,UPI,Completed,2026-04-07 13:53:44
2517,168,47,Whitefield,Whitefield,22.48,368.97,Card,Completed,2026-05-20 18:55:06
2518,325,142,Koramangala,Whitefield,27.08,671.15,Cash,Completed,2026-01-16 20:42:46
2519,833,140,Andheri,Koramangala,17.79,425.85,Cash,Completed,2026-05-23 09:28:30
2520,133,161,Gachibowli,Connaught Place,17.98,435.22,Card,Completed,2026-06-05 19:15:11
2521,282,6,Connaught Place,Whitefield,9.7,170.84,Cash,Completed,2026-05-10 00:00:27
2522,384,136,Koramangala,Andheri,14.73,238.21,Cash,Cancelled,2026-06-21 01:14:22
2523,482,437,Connaught Place,Connaught Place,16.92,285.65,UPI,Completed,2025-09-15 07:17:12
2524,968,18,Hitech City,Connaught Place,29.23,656.67,UPI,Completed,2025-08-27 09:20:11
2525,779,414,Connaught Place,Whitefield,29.09,658.83,Card,Completed,2025-11-22 20:34:20
2526,219,168,Gachibowli,Whitefield,14.91,314.87,UPI,Completed,2025-09-03 14:27:09
2527,214,268,Connaught Place,Gachibowli,2.47,51.44,Cash,Completed,2026-01-26 00:05:21
2528,835,103,Banjara Hills,Indiranagar,15.19,228.17,Card,Completed,2025-12-06 01:40:39
2529,964,412,Andheri,Connaught Place,23.16,528.78,Card,Completed,2026-04-03 21:18:30
2530,950,203,Hitech City,Hitech City,22.1,469.9,Cash,Completed,2025-10-31 09:39:48
2531,692,240,Whitefield,Gachibowli,29.57,630.88,Card,Completed,2025-11-26 06:43:34
2532,673,156,Gachibowli,Indiranagar,4.81,81.73,Cash,Cancelled,2026-04-14 09:49:29
2533,893,343,Koramangala,Whitefield,27.29,658.56,Cash,Completed,2026-03-31 16:22:12
2534,200,487,Whitefield,Indiranagar,3.37,73.49,UPI,Completed,2026-05-10 12:31:20
2535,399,131,Banjara Hills,Andheri,28.12,601.36,Cash,Completed,2026-05-19 20:17:25
2536,569,412,Gachibowli,Hitech City,13.45,242.86,Cash,Completed,2025-10-22 03:52:44
2537,99,224,Gachibowli,Indiranagar,2.42,54.99,Cash,Completed,2025-08-03 20:24:24
2538,431,29,Banjara Hills,Indiranagar,17.98,338.05,Card,Cancelled,2025-12-18 22:11:50
2539,978,150,Hitech City,Koramangala,10.5,199.6,Cash,Completed,2025-11-19 21:48:26
2540,402,464,Indiranagar,Whitefield,29.9,584.12,Card,Cancelled,2026-06-02 15:08:35
2541,691,460,Andheri,Banjara Hills,4.43,67.51,Card,Completed,2026-01-25 08:24:28
2542,804,125,Hitech City,Hitech City,21.1,374.53,Cash,Cancelled,2025-12-09 12:37:01
2543,295,36,Hitech City,Andheri,18.28,353.46,Cash,Completed,2026-01-23 04:46:18
2544,392,389,Banjara Hills,Hitech City,5.4,108.91,Card,Completed,2025-08-17 20:55:09
2545,277,233,Connaught Place,Koramangala,18.75,330.65,Card,Cancelled,2026-06-21 23:38:49
2546,848,283,Andheri,Andheri,13.17,239.64,Cash,Cancelled,2026-02-21 17:32:05
2547,768,369,Hitech City,Indiranagar,19.57,385.59,Card,Completed,2026-05-14 13:47:00
2548,263,247,Koramangala,Banjara Hills,11.76,210.52,UPI,Cancelled,2026-07-14 10:09:56
2549,856,115,Connaught Place,Connaught Place,29.93,543.48,Card,Completed,2026-07-23 00:14:13
2550,962,374,Connaught Place,Whitefield,17.17,428.21,UPI,Completed,2026-04-25 01:52:35
2551,487,480,Andheri,Gachibowli,29.03,625.0,Cash,Cancelled,2025-08-10 13:27:52
2552,192,178,Indiranagar,Whitefield,17.62,304.97,UPI,Completed,2025-11-14 00:25:26
2553,89,15,Gachibowli,Koramangala,9.19,222.83,Card,Cancelled,2026-01-30 21:05:39
2554,192,223,Andheri,Banjara Hills,24.92,457.41,Cash,Completed,2025-12-17 02:24:26
2555,872,155,Connaught Place,Andheri,7.95,134.25,Cash,Completed,2026-07-19 03:05:08
2556,118,374,Hitech City,Banjara Hills,11.06,240.06,Card,Completed,2026-05-28 23:52:56
2557,331,109,Whitefield,Indiranagar,27.83,550.39,UPI,Completed,2026-01-28 13:45:56
2558,630,1,Koramangala,Connaught Place,7.65,136.64,Card,Completed,2026-02-14 05:24:00
2559,946,426,Indiranagar,Connaught Place,5.08,107.92,UPI,Completed,2026-04-20 13:48:07
2560,556,357,Whitefield,Koramangala,20.28,324.78,Card,Completed,2025-11-27 11:24:31
2561,1,355,Koramangala,Hitech City,10.3,247.58,UPI,Completed,2025-09-03 11:28:45
2562,211,94,Indiranagar,Gachibowli,3.4,79.36,Card,Completed,2025-12-17 12:41:59
2563,367,364,Banjara Hills,Hitech City,17.02,405.93,Card,Cancelled,2026-07-14 04:11:13
2564,5,70,Banjara Hills,Hitech City,27.67,486.57,Card,Completed,2026-03-01 22:00:12
2565,631,466,Andheri,Whitefield,6.19,101.92,UPI,Completed,2026-06-30 02:20:30
2566,574,361,Banjara Hills,Connaught Place,19.31,420.14,Cash,Cancelled,2025-10-29 23:12:51
2567,34,238,Banjara Hills,Gachibowli,26.73,668.14,UPI,Cancelled,2025-09-14 20:36:59
2568,554,152,Whitefield,Hitech City,13.78,268.1,Cash,Completed,2026-03-11 21:08:22
2569,333,230,Koramangala,Gachibowli,6.63,125.2,Cash,Completed,2025-08-30 05:36:22
2570,222,229,Andheri,Connaught Place,26.76,459.12,Card,Completed,2025-08-04 01:57:43
2571,967,17,Gachibowli,Andheri,3.92,94.29,Card,Cancelled,2026-06-25 04:33:16
2572,441,345,Gachibowli,Indiranagar,13.79,262.91,Cash,Cancelled,2026-02-17 12:33:13
2573,971,231,Indiranagar,Connaught Place,12.92,282.58,UPI,Cancelled,2026-07-11 23:55:56
2574,55,148,Andheri,Indiranagar,20.9,316.79,UPI,Completed,2026-04-30 23:40:47
2575,318,242,Andheri,Banjara Hills,23.07,421.63,UPI,Completed,2026-03-04 20:46:29
2576,200,473,Gachibowli,Banjara Hills,24.56,435.24,UPI,Completed,2026-03-27 10:50:09
2577,77,411,Koramangala,Indiranagar,15.68,361.0,UPI,Cancelled,2026-07-17 14:59:23
2578,47,365,Indiranagar,Koramangala,2.51,49.0,Cash,Cancelled,2026-01-02 22:31:31
2579,448,147,Connaught Place,Andheri,28.64,541.24,UPI,Completed,2025-09-09 19:56:48
2580,166,297,Connaught Place,Whitefield,16.72,382.28,UPI,Cancelled,2026-01-30 12:26:04
2581,894,409,Andheri,Koramangala,14.11,273.24,UPI,Completed,2026-06-16 17:55:58
2582,139,269,Andheri,Hitech City,29.14,549.6,Card,Cancelled,2026-02-05 07:21:45
2583,532,177,Banjara Hills,Banjara Hills,11.88,268.63,Cash,Cancelled,2026-01-30 14:57:01
2584,966,18,Banjara Hills,Connaught Place,14.01,315.43,UPI,Completed,2025-08-30 00:32:51
2585,153,177,Connaught Place,Connaught Place,18.77,380.11,UPI,Completed,2026-03-12 05:46:31
2586,93,230,Andheri,Hitech City,16.77,363.36,Card,Completed,2025-12-07 18:45:18
2587,886,470,Connaught Place,Andheri,9.19,201.76,Card,Completed,2025-08-13 11:42:43
2588,217,229,Connaught Place,Gachibowli,13.25,209.31,Cash,Completed,2026-07-11 15:52:07
2589,43,443,Connaught Place,Andheri,12.99,221.48,UPI,Completed,2025-10-14 23:33:18
2590,518,250,Banjara Hills,Gachibowli,12.36,202.16,UPI,Completed,2026-02-19 19:08:32
2591,258,303,Koramangala,Koramangala,17.37,264.94,Cash,Completed,2025-12-26 19:07:33
2592,743,494,Andheri,Hitech City,10.29,159.02,UPI,Completed,2026-07-19 20:04:10
2593,223,393,Andheri,Indiranagar,15.69,317.99,Card,Completed,2025-08-19 11:40:16
2594,754,100,Banjara Hills,Andheri,7.99,160.83,Cash,Completed,2026-03-26 22:10:06
2595,464,342,Gachibowli,Koramangala,21.8,533.0,UPI,Completed,2026-04-30 01:15:19
2596,319,347,Andheri,Connaught Place,6.09,133.81,Card,Completed,2026-05-08 02:28:04
2597,997,465,Banjara Hills,Connaught Place,29.5,629.61,Card,Completed,2026-05-20 23:17:24
2598,943,111,Koramangala,Hitech City,29.86,677.68,Card,Completed,2025-09-29 19:50:48
2599,300,358,Gachibowli,Gachibowli,25.53,521.49,Cash,Completed,2025-11-25 02:01:41
2600,550,223,Connaught Place,Whitefield,13.09,219.56,UPI,Completed,2026-01-22 10:17:03
2601,574,449,Hitech City,Hitech City,22.79,552.71,UPI,Completed,2026-03-30 12:02:53
2602,270,226,Gachibowli,Whitefield,21.16,496.04,UPI,Completed,2025-10-17 01:24:31
2603,304,472,Hitech City,Banjara Hills,4.32,83.57,UPI,Completed,2026-02-28 17:11:42
2604,813,106,Hitech City,Indiranagar,2.81,63.28,UPI,Completed,2025-08-28 10:55:10
2605,14,28,Connaught Place,Gachibowli,18.64,334.86,Cash,Completed,2025-10-28 15:55:03
2606,638,144,Gachibowli,Indiranagar,10.89,228.15,UPI,Completed,2025-08-16 11:18:36
2607,588,294,Andheri,Andheri,16.61,397.64,UPI,Completed,2025-08-09 21:23:46
2608,991,380,Andheri,Koramangala,14.57,231.84,Card,Completed,2026-04-12 00:32:57
2609,391,296,Indiranagar,Banjara Hills,17.24,376.56,Card,Completed,2026-06-18 02:44:06
2610,364,285,Andheri,Koramangala,2.46,55.45,Card,Completed,2026-04-15 22:02:15
2611,79,495,Koramangala,Indiranagar,6.89,141.3,Card,Completed,2026-03-05 20:35:11
2612,884,263,Banjara Hills,Koramangala,3.26,65.64,UPI,Completed,2025-10-02 01:15:57
2613,172,144,Koramangala,Hitech City,19.87,385.07,Card,Completed,2026-03-17 01:36:31
2614,443,336,Hitech City,Whitefield,26.62,562.02,Card,Completed,2026-06-11 08:28:14
2615,757,417,Banjara Hills,Hitech City,6.19,143.29,Cash,Completed,2026-03-23 00:23:27
2616,751,114,Gachibowli,Koramangala,10.25,214.26,Card,Completed,2025-11-15 15:22:36
2617,478,369,Banjara Hills,Hitech City,15.01,264.17,Card,Completed,2026-01-10 15:20:46
2618,301,477,Andheri,Connaught Place,19.9,421.54,Card,Completed,2026-05-04 03:45:26
2619,776,50,Gachibowli,Koramangala,21.11,353.79,Card,Cancelled,2025-11-18 05:04:54
2620,189,227,Banjara Hills,Hitech City,20.25,428.2,Card,Cancelled,2026-04-01 00:11:47
2621,521,18,Hitech City,Andheri,21.84,354.53,Cash,Completed,2026-03-20 23:57:17
2622,67,357,Connaught Place,Indiranagar,18.35,313.59,Card,Completed,2026-06-26 02:24:48
2623,637,143,Connaught Place,Koramangala,18.39,411.84,UPI,Completed,2026-05-25 02:16:47
2624,462,268,Connaught Place,Koramangala,4.81,84.25,UPI,Cancelled,2026-03-12 18:58:32
2625,785,412,Connaught Place,Whitefield,22.28,526.66,Cash,Cancelled,2026-01-27 01:09:32
2626,703,385,Banjara Hills,Banjara Hills,26.95,439.4,Card,Completed,2025-08-29 03:30:14
2627,437,160,Koramangala,Banjara Hills,23.88,457.49,Cash,Completed,2026-02-13 11:20:14
2628,164,418,Whitefield,Banjara Hills,14.73,329.39,UPI,Cancelled,2025-08-17 22:26:27
2629,270,138,Indiranagar,Andheri,14.48,305.63,Cash,Completed,2025-07-29 23:18:27
2630,786,407,Andheri,Banjara Hills,7.89,152.49,Card,Cancelled,2026-06-04 05:18:01
2631,426,427,Indiranagar,Gachibowli,6.56,138.96,UPI,Cancelled,2026-07-22 22:06:36
2632,473,99,Connaught Place,Andheri,25.21,588.58,Cash,Completed,2026-03-05 21:28:21
2633,936,331,Connaught Place,Connaught Place,18.8,333.09,UPI,Completed,2026-07-22 17:48:29
2634,815,93,Whitefield,Banjara Hills,19.97,393.86,Card,Cancelled,2025-08-30 16:42:23
2635,658,230,Koramangala,Banjara Hills,22.13,389.1,Card,Completed,2025-11-24 10:55:16
2636,179,438,Whitefield,Indiranagar,15.02,292.33,Card,Cancelled,2026-03-03 18:15:13
2637,241,228,Hitech City,Gachibowli,8.79,142.22,Card,Cancelled,2025-10-16 02:40:53
2638,695,353,Indiranagar,Koramangala,18.93,365.38,Card,Cancelled,2026-01-27 23:29:47
2639,348,440,Connaught Place,Indiranagar,12.38,293.24,UPI,Completed,2025-10-21 03:00:52
2640,838,82,Indiranagar,Koramangala,8.48,157.35,UPI,Completed,2026-07-04 05:34:38
2641,986,58,Andheri,Koramangala,2.5,44.65,UPI,Completed,2025-09-18 00:37:52
2642,587,350,Andheri,Hitech City,27.52,594.74,Card,Completed,2026-04-22 17:42:34
2643,180,393,Banjara Hills,Connaught Place,21.6,517.19,UPI,Completed,2025-11-24 19:56:37
2644,596,325,Hitech City,Banjara Hills,18.05,364.83,UPI,Completed,2025-10-09 18:53:20
2645,988,490,Andheri,Connaught Place,14.94,325.56,UPI,Completed,2026-05-11 20:48:17
2646,420,404,Hitech City,Banjara Hills,12.24,289.64,Cash,Completed,2025-10-25 14:15:48
2647,677,239,Gachibowli,Indiranagar,12.29,200.47,UPI,Completed,2026-05-13 06:15:41
2648,900,372,Koramangala,Connaught Place,7.97,137.9,UPI,Completed,2025-10-23 11:07:49
2649,483,440,Whitefield,Andheri,17.53,425.1,UPI,Completed,2025-09-27 15:29:25
2650,54,451,Whitefield,Koramangala,22.23,348.61,Card,Completed,2025-11-13 06:26:02
2651,595,285,Whitefield,Banjara Hills,13.01,319.86,Cash,Completed,2026-03-05 19:04:35
2652,523,148,Gachibowli,Connaught Place,19.3,398.23,Card,Completed,2025-08-05 20:35:02
